Strike,Date,Village/local area,District,Province,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG290,19/11/2016,Shah Karez,Zumat,Paktia,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#294,,294
AFG291,20/11/2016,Mamandari ,Achin ,Nangarhar ,US strike,1,0,0,-,ISIS,Late night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#295,,295
AFG292,27/11/2016,Gorgori,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,11am or afternoon,-,1,1,7,7,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#297,,297
AFG293,11/12/2016,Langari,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,Late,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,,298
AFG294,15/12/2016,Kharga ,Haska Mena,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#299,,299
AFG295,15/12/2016,Pekha,Achin,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#300,,300
AFG296,24/12/2016,Ambarkhani,Bati Kot,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,4,4,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#301,,301
AFG297,24/12/2016,Bandar,Achin,Nangarhar,US strike,1,0,0,-,"""Foreign rebels""",-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#302,,302
AFG298,27/12/2016,Langar Kandaw,Achin,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#303,,303
AFG299,28/12/2016,Papin,Haska Mena,Nangarhar,US strike ,1,0,0,-,ISIS,Early morning,-,1,1,2,2,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#304,,304
AFG300,28/12/2016,Gandi-Bagh,Charparhar,Nangarhar ,US strike ,1,0,0,-,Taliban,Night,-,1,1,3,3,0,0,0,0,7,7,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#305,,305
AFG301,31/12/2016,-,-,-,US strike,0,1,1,-,-,-,-,453,448,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#307,,307
AFG302,10/01/2017,Aziz Kala,Sabri,Khost,US strike,1,0,0,-,Haqqani,Evening,Car,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/306,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/,306
AFG303,15/01/2017,Unknown,Musa Qala,Helmand,US strike ,0,0,0,-,Taliban ,-,-,1,1,15,15,0,0,0,0,10,10,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/308,,308
AFG304,20/01/2017,Bandr Khor ,Achin,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/309,,309
AFG305,27/01/2017,Bandar ,Achin,Nangarhar ,US strike ,1,0,0,-,-,Night,Fighters' positions ,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/311,,311
AFG306,28/01/2017,Unknown,-,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/310,,310
AFG307,31/01/2017,Unknown,Sangin ,Helmand,US strike,0,1,1,-,Taliban,-,Taliban fighting positions,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/312,,312
AFG308,31/01/2017,-,-,-,US strike,0,1,1,-,-,-,-,96,96,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/315,,315
AFG309,01/02/2017,Unknown,Achin,Nangarhar,US strike,1,0,0,-,-,Morning,-,1,2,2,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/313,,313
AFG310,02/02/2017,Unknown,-,Khost ,US strike ,1,0,0,-,-,-,Vehicle,1,1,5,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/314,,314
AFG311,03/02/2017,Unknown,Achin and Haska Mina ,Nangarhar ,US strike ,1,0,0,-,-,-,-,2,2,21,21,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/316,,316
AFG312,06/02/2017,Kharko area,Garamser ,Helmand,US strike ,0,0,0,-,-,-,-,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/317,,317
AFG313,06/02/2017,Char Wazi area,Haska Mena,Nangarhar,US strike ,1,0,0,-,-,Night,-,1,1,2,2,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/318,,318
AFG314,08/02/2017,Pekhar Khor area and Nari Oba area,Achin and Haska Mena ,Nangarhar,US strike ,1,1,0,CT,ISIS,-,-,2,2,11,11,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/319,,319
AFG315,10/02/2017,Unknown,Sangin,Helmand,US strike ,0,1,0,-,-,-,-,2,3,0,68,0,26,0,19,0,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/320,,320
AFG316,11/02/2017,Unknown,Sangin,Helmand,US strike ,0,1,1,-,-,Past week,-,28,28,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/321,,321
AFG317,19/02/2017,Unknown,Nawa,Ghazni,US strike ,1,0,0,-,Taliban,-,Hideout ,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/322,,322
AFG318,20/02/2017,Bandar,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,Vehicle ,1,1,12,12,0,0,0,0,0,0,,,323
AFG319,23/02/2017,Umomi Bagh,Garamser,Helmand,US strike ,0,0,0,-,Taliban,-,Gathering,1,1,11,11,0,0,0,0,0,0,,,324
AFG320,26/02/2017,Unknown,Dashti Archi,Kunduz,US strike ,1,1,0,-,Taliban,3.20pm local time ,-,1,1,5,9,0,0,0,0,0,0,,,325
AFG321,27/02/2017,Sangini ,Charparhar,Nangarhar,US strike ,1,0,0,-,Taliban ,Late night,-,1,1,2,2,0,0,0,0,3,3,,,326
AFG322,28/02/2017,Unknown,Unknown ,Unknown ,US strike ,0,1,1,-,-,-,-,118,116,0,0,0,0,0,0,0,0,,,329
AFG323,01/03/2017,Chaknoro,Lal Pura,Nangarhar,US strike,1,0,0,-,-,-,-,1,1,6,6,0,0,0,0,1,1,,,327
AFG324,09/03/2017,Lam,Between Nish and Khakriz districts,Kandahar,US strike,0,0,0,-,-,-,-,1,1,20,20,0,0,0,0,0,0,,,328
AFG325,13/03/2017,Raasni,Gilan,Ghazni,US strike,1,0,0,-,-,-,Vehicles ,1,1,3,3,0,0,0,0,0,0,,,330
AFG326,18/03/2017,Unknown ,Unknown,Nangarhar ,US strike,0,1,1,-,-,-,-,12,12,0,0,0,0,0,0,0,0,,,331
AFG327,18/03/2017,Unknown ,Unknown,Paktika ,US strike,1,1,0,-,-,-,-,2,2,2,2,0,0,0,0,0,0,,,333
AFG328,19/03/2017,Unknown ,Unknown,Nangarhar ,US strike,0,1,1,-,-,-,-,20,20,0,0,0,0,0,0,0,0,,,334
AFG329,19/03/2017,Unknown ,Unknown,Paktika ,US strike,1,1,0,CT,-,-,-,1,1,4,4,0,0,0,0,0,0,,,332
AFG330,31/03/2017,Unknown ,Unknown,Unknown,US strike,0,0,0,-,-,-,-,138,138,0,0,0,0,0,0,0,0,,,346
AFG331,04/04/2017,Unknown ,Achin,Nangarhar ,US strike,0,0,0,-,ISIS,-,-,1,2,3,3,3,3,2,2,4,4,,,367
AFG332,09/04/2017,Unknown ,Narkh,Maidan Wardak,US strike,1,0,0,-,-,-,-,1,1,6,6,0,0,0,0,0,0,,,333
AFG333,13/04/2017,Unknown,Achin,Nangarhar,US strike,0,1,0,-,ISIS,7.32pm local time,Tunnels,1,1,36,100,0,0,0,0,0,0,,,334
AFG334,15/04/2017,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,Vehicle ,1,1,0,2,0,0,0,0,0,0,,,335
AFG335,17/04/2017,Unknown,Archi,Kunduz ,US strike,0,1,0,-,Taliban,-,Compound,1,1,9,16,0,0,0,0,0,0,,,336
AFG336,25/04/2017,Pangram area,Charkh district,Logar ,US strike,1,0,0,-,-,Morning,Vehicle ,1,1,2,2,0,0,0,0,5,5,,,337
AFG337,26/04/2017,Unknown,Unknown,Nangarhar ,US and Afghan raid with US strikes ,0,1,1,-,ISIS,10.30pm local time,Compound ,2,2,36,36,0,0,0,0,0,0,,,339
AFG338,27/04/2017,Unknown,Unknown, Maidan Wardak,US strike,1,0,0,-,Taliban ,-,-,1,1,1,1,0,0,0,0,0,0,,,338
AFG339,30/04/2017,Unknown,Unknown,Unknown,Unknown,0,0,0,-,-,-,-,440,438,0,0,0,0,0,0,0,0,,,347
AFG340,30/04/2017,Yakhchal area,Greshk,Helmand,US strike ,0,0,0,-,-,Morning ,-,1,2,7,7,0,0,0,0,0,0,,,339
AFG341,05/05/2017,Unknown,Unknown,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,8,8,0,0,0,0,0,0,,,340
AFG342,06/05/2017,Unknown,Maidan Shahr,Maidan Wardak,US strike ,1,0,0,-,Taliban,-,Insurgent hideout ,1,1,5,6,0,0,0,0,6,6,,,341
AFG343,08/05/2017,Unknown,Unknown,Paktia ,US strike ,0,0,0,-,-,-,Insurgent hideout ,2,2,0,50,0,0,0,0,0,6,,,342
AFG344,18/05/2017,Omarzo area,Garamser ,Helmand,US strike ,0,0,0,-,-,-,Insurgent hideouts ,1,1,14,14,0,0,0,0,8,8,,,343
AFG345,18/05/2017,Kamarbandi area,Garamser ,Helmand,US strike ,0,0,0,-,-,-,Two vehicles,1,1,9,9,0,0,0,0,0,0,,,344
AFG346,26/05/2017,Unknown ,Chardara,Kunduz ,US strike ,1,0,0,-,Taliban ,-,Hideout ,1,2,4,13,0,0,0,0,0,0,,,345
AFG347,29/05/2017,Spina Zhai,Nazian ,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,3,4,0,0,0,0,0,0,,,347
AFG348,30/05/2017,Mullah Qali area,Dasht e Archi,Kunduz ,US strike ,1,0,0,-,Taliban,Early morning,Hideout ,1,1,7,7,0,0,0,0,0,0,,,346
AFG349,31/05/2017,Outskirts of Tarin Kot city,Tarin Kot ,Uruzgan,US strike ,0,0,0,-,Taliban,Late night,-,1,1,25,25,0,0,0,0,20,20,,,348
AFG350,31/05/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,-,-,-,-,388,387,0,0,0,0,0,0,0,0,,,347
AFG351,03/06/2017,Unknown,Achin ,Nangarhar ,US strike ,0,1,1,-,ISIS,-,"""media production hub""",1,1,1,1,0,0,0,0,0,0,,,351
AFG352,08/06/2017,Nargose and Chenar area,Kot ,Nangarhar ,US strike ,0,0,0,-,ISIS,-,-,2,2,10,10,0,0,0,0,0,0,,,349
AFG353,09/06/2017,Loy Bagh ,Nad Ali,Helmand,US strike,0,1,0,-,-,-,-,1,1,2,10,0,0,0,0,0,16,,,350
AFG354,22/06/2017,Unknown,Unknown ,Nangarhar ,US strike ,0,1,1,-,-,-,-,9,9,0,0,0,0,0,0,0,0,,,352
AFG355,29/06/2017,Unknown,Manogi,Kunar,US strike,1,1,0,CT,ISIS,Late night,-,1,1,3,3,0,0,0,0,1,1,,,353
AFG356,29/6/2017,Farooj,Khas,Uruzgan,US strike,1,1,0,SE,Taliban,-,-,1,1,2,4,0,0,0,0,0,3,,,366
AFG357,30/6/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,-,-,-,-,292,292,0,0,0,0,0,0,0,0,,,361
AFG358,01/07/2017,Unknown,Achin,Nangarhar,US strike,1,1,0,"20 SE, 7 FP",IS,-,-,27,27,11,11,0,0,0,0,0,0,,,367
AFG359,01/07/2017,Merkikhel,Sherzad,Nangarhar,US strike,1,1,0,FP,Taliban,2100,Two VBIED,1,1,4,4,0,0,0,0,0,0,,,358
AFG360,02/07/2017,"Ainak, Loykahal, Zhawar Sahib",Nawar,Helmand,US strike,1,1,0,-,Taliban,Night,"18 motorbikes and four cars, or two cars",1,3,1,42,0,0,0,0,0,36,,,360
AFG361,02/07/2017,"Zabar village, Gropshash area",Nad Ali,Helmand,US strike,0,1,0,-,Taliban,Noon,-,1,1,15,15,0,0,0,0,9,9,,,361
AFG362,07/07/2017,Oghz,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,14,14,0,0,0,0,11,11,,,364
AFG363,08/07/2017,Mamozo area,Zurmat,Paktia ,US strike,1,0,0,-,-,Night,-,1,1,7,7,0,0,0,0,0,0,,,362
AFG364,08/07/2017,Dawlatzai,Zurmat,Paktia,US strike,0,0,0,-,Taliban,Night,Hit during a clash between ANSF and Taliban ,1,1,7,16,0,1,0,0,0,0,,,364
AFG365,09/07/2017,Amber ,Qaghayio,Laghman,US strike,1,0,0,-,Taliban,-,-,1,1,2,2,0,0,0,0,0,0,,,363
AFG366,11/07/2017,Janat Bagh,Khan Abad,Kunduz ,US strike,0,0,0,-,Taliban,Overnight,Hideout ,1,1,5,5,0,0,0,0,1,1,,,365
AFG367,11/07/2017,Unknown,Unknown,Kunar ,US strike,1,1,0,CT,ISIS,-,ISIS HQ in Kunar,1,1,5,11,0,0,0,0,0,0,,,366
AFG368,14/07/2017,Mashwani,Bati Kot,Nangarhar,US strike,1,0,0,-,Taliban ,Night,Car,1,1,8,8,0,0,0,0,0,0,,,368
AFG369,15/07/2017,Nawa,Nawa district ,Helmand,US strike,0,1,1,-,Taliban,-,-,2,2,0,38,0,0,0,0,0,0,,,369
AFG370,20/07/2017,Unknown,Watapur,Helmand,US strike,1,0,0,-,Taliban,Overnight ,-,1,1,4,4,0,0,0,0,0,0,,,370
AFG371,20/07/2017,Unknown ,Gereshk ,Helmand,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,,,373
AFG372,21/07/2017,Unknown ,Gereshk ,Helmand,US strike,0,1,1,-,Friendly fire ,Afternoon,Compound,1,1,9,16,0,0,0,0,2,2,,,371
AFG373,21/07/2017,Unknown ,Unknown,Helmand,US strike,0,1,1,-,-,-,-,42,42,0,0,0,0,0,0,0,0,,,374
AFG374,23/07/2017, Meyaje Baba,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,3pm local time,ISIS fighters,1,1,0,33,0,8,0,2,0,25,,,372
AFG375,31/07/2017,Talona ,Watupur ,Kunar,US strike,1,0,0,-,ISIS,11am local time,ISIS hideout,1,1,7,7,0,0,0,0,0,0,,,375
AFG376,31/07/2017,Unknown,Unknown,Unknown,US strike,0,1,1,"210 SE, 118 FP, 30 CT",-,-,-,263,261,0,0,0,0,0,0,0,0,,,376
AFG377,04/08/2017,Piri,Musa Khil,Khost,US strike,0,0,0,-,Taliban,Late evening ,Taliban hiedout,1,1,50,50,0,0,0,0,3,3,,,378
AFG378,05/08/2017,Aigal area ,Chapa Dara,Kunar ,US strike ,1,0,0,-,ISIS,Night,ISIS hideout ,1,1,3,3,0,0,0,0,0,0,,,377
AFG379,07/08/2017,Unknown ,Gilan ,Ghazni,US strike ,1,0,0,-,Taliban ,Night ,Vehicle ,1,1,2,7,0,0,0,0,0,4,,,379
AFG380,09/08/2017,Masoom area,Alishang district,Laghman,US strike ,1,0,0,-,Taliban ,2100 local time,-,1,1,8,8,0,0,0,0,0,0,,,380
AFG381,10/08/2017,Unknown,Haska Mena,Nangarhar,US strike,0,1,0,-,-,Evening,Vehicle ,1,2,0,21,0,16,0,2,0,3,,,381
AFG382,10/08/2017,Unknown,Darah Ye Pech ,Kunar,US strike ,0,1,1,-,IS-K,-,-,1,1,4,4,0,0,0,0,0,0,,,382
AFG383,11/08/2017,Unknown,Unknown,Maidan Wardak,US strike ,1,0,0,-,-,-,Vehicle and motorcycle/s,1,1,9,9,0,0,0,0,0,0,,,383
AFG384,12/08/2017,Shorshorak,Nawa,Helmand,US strike ,0,0,0,-,-,Night,Car with weapons and explosives,1,1,5,5,0,0,0,0,0,0,,,384
AFG385,16/08/2017,Makrana,Achin,Nangarhar,US strike ,1,0,0,-,IS-K,Late,Hideouts ,1,3,45,54,0,0,0,0,0,0,,,385
AFG386,21/08/2017,Marghi,Achin,Nangarhar,US strike ,1,0,0,-,IS-K,Late,-,1,1,6,6,0,0,0,0,0,0,,,387
AFG387,24/08/2017,Unknown,Shah Walikot,Kandahar,US strike ,0,0,0,-,-,Night,-,1,1,42,42,0,0,0,0,17,17,,,386
AFG388,28/08/2017,"Mamand Dara, Marghay and Owsatkhan",Achin,Nangarhar ,US strike ,1,0,0,-,IS-K,Late,Hideouts,3,3,14,14,0,0,0,0,0,0,,,388
AFG389,30/08/2017,Unknown,Pul e 'Alam ,Logar,US strike ,0,1,1,-,-,Morning,-,1,1,0,32,0,32,0,2,0,12,,,389
AFG390,31/08/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,"17 CT, 60 FP and 310 SE",-,-,-,372,369,0,0,0,0,0,0,0,0,,,390
AFG391,04/09/2017,Jarji village ,Qarabagh ,Kabul,"US strike, possibly helicopter strike",0,1,1,-,-,-,-,1,1,0,2,0,2,0,0,0,3,,,394
AFG392,04/09/2017,Chapa Dara,Manogi,Kunar,US strike ,1,0,0,-,IS-K,Night,Hideouts,1,1,12,12,0,0,0,0,0,0,,,392
AFG393,05/09/2017,Zenikhel,Nadir Shahwali Kot,Khost,US strike ,1,0,0,-,Taliban,Evening ,-,1,1,6,6,0,0,0,0,1,1,,,391
AFG394,09/09/2017,Unknown,Unknown ,Kunar,US strike ,0,0,0,-,-,-,-,1,1,1,1,0,0,0,0,0,0,,,393
AFG395,18/09/2017,Unknown ,Bala Balook,Farah,US strike ,0,0,0,-,Taliban,Afternoon,-,2,2,0,15,0,0,0,0,0,3,,,396
AFG396,20/09/2017,Batash Dari,Nari,Kunar,US strike ,1,0,0,-,IS-K,-,Hideouts,1,1,11,11,0,0,0,0,0,0,,,394
AFG397,21/09/2017,Sawki,Ghazi Abad ,Kunar,US strike ,1,0,0,-,IS-K,-,-,1,1,7,7,0,0,0,0,0,0,,,395
AFG398,24/09/2017,Unknown,Haska Mena,Nangarhar,US strike,1,0,0,-,IS-K,-,Vehicle,1,1,5,5,0,0,0,0,0,0,,,396
AFG399,27/09/2017,Vicinity of Hamid Karzai airport,Kabul ,Kabul ,US strike,0,1,1,-,-,-,-,1,1,0,4,0,0,0,0,5,11,,,396
AFG400,27/09/2017,Unknown ,Haska Mena,Nangarhar,US strike,1,0,0,-,IS-K,Evening ,Group of suspected IS-K,1,1,5,5,0,0,0,0,0,0,,,397
AFG401,29/09/2017,Unknown ,Nazian,Nangarhar,US strike,1,0,0,-,IS-K,Night ,-,1,1,15,15,0,0,0,0,0,0,,,398
AFG402,30/09/2017,Unknown ,Unknown ,Unknown ,US strike,0,1,1,-,-,-,-,200,200,0,0,0,0,0,0,0,0,,,404
AFG403,10/10/2017,Ghol Pala,Raghistan,Badakhshan,US strike,1,0,0,-,-,Night,Hideouts,1,1,0,8,0,0,0,0,0,15,,,399
AFG404,10/10/2017,Unknown,Bati Kot ,Nangarhar ,US strike,1,0,0,-,Taliban ,Night ,-,1,1,2,2,0,0,0,0,0,0,,,400
AFG405,11/10/2017,Unknown,Haska Mena,Nangarhar ,US strike,1,0,0,-,IS-K,-,Hideout,1,1,4,4,0,0,0,0,0,0,,,401
AFG406,11/10/2017,Bokra area,Syed Karim,Paktia,US strike ,0,0,0,-,Taliban,-,Base,1,1,11,11,0,0,0,0,2,2,,,402
AFG407,11/10/2017,Wach Ghrak area,Ahmadabad,Paktia,US strike ,0,0,0,-,-,-,-,1,1,4,4,0,0,0,0,3,3,,,403
AFG408,12/10/2017,Unknown ,Unknown,Kunar,US strike ,1,0,0,-,-,Evening,-,1,1,0,20,0,0,0,0,0,0,,,405
AFG409,16/10/2017,Unknown,Jaji Maydan,Paktia ,US strike ,0,1,1,CT,-,-,-,2,2,0,0,0,0,0,0,0,0,,,406
AFG410,19/10/2017,Unknown,"Maiwand
",Kandahar,US strike ,1,1,1,CT,-,-,-,1,1,0,0,0,0,0,0,0,0,,,407
AFG411,20/10/2017,Mamand,Achin ,Nangarhar ,US strike ,1,0,0,-,IS-K,-,-,1,2,10,10,0,0,0,0,0,0,,,408
AFG412,04/11/2017,Unknown,Chardara ,Kunduz,US strike ,0,0,0,-,-,Morning,-,1,1,10,80,10,55,0,0,0,10,,,409
AFG413,04/11/2017,Unknown,Achin ,Nangarhar ,US strike ,1,0,0,-,IS-K,Evening ,-,1,1,15,15,0,0,0,0,0,0,,,410
AFG414,05/11/2017,Kohsin,Sayed Karam,Paktia,US strike ,1,0,0,-,Taliban,Early morning ,-,1,1,4,4,0,0,0,0,7,7,,,411
AFG415,05/11/2017,Unknown,Sayed Karam,Paktia ,US strike ,1,0,0,-,-,-,-,1,1,4,4,0,0,0,0,0,0,,,412
AFG416,13/11/2017,Mamand Dara,Achin ,Nangarhar ,US strike ,1,0,0,-,IS-K,-,-,1,1,4,4,0,0,0,0,0,0,,,413
AFG417,14/11/2017,Camp Khalid area,Sangin,Helmand,US strike ,0,0,0,-,Taliban,-,Vehicle ,1,1,6,6,0,6,0,0,0,0,,,414
AFG418,19/11/2017,Unknown ,Unknown ,Helmand ,US strike ,0,1,1,-,-,-,Drug labs,8,8,0,0,0,0,0,0,0,0,,,415
AFG419,21/11/2017,Unknown ,Unknown ,Helmand ,US strike ,0,1,1,-,-,Night and morning ,Narcotics market,8,8,0,44,0,0,0,0,0,0,,,416
AFG420,27/11/2017,Sala Kas,Haska Mena,Nangarhar,US strike ,1,0,0,-,-,-,Hideout,1,1,7,7,0,0,0,0,0,0,,,417
AFG421,28/11/2017,Unknown,Azra,Logar,US strike,0,0,0,-,-,1300 local time,Gathering,1,1,7,7,0,0,0,0,0,0,,,421
AFG422,29/11/2017,Mamand Margha,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,-,1,2,8,8,0,0,0,0,0,0,,,418
AFG423,01/12/2017,Wazir Tangi ,Khogyani ,Nangarhar ,US strike ,1,0,0,-,-,-,Compound/Hideout,1,1,4,4,0,0,0,0,8,8,,,419
AFG424,01/12/2017,Unknown,Musa Qala,Helmand ,US strike ,0,1,1,-,Taliban,-,Vehicle ,1,1,5,5,0,0,0,0,0,0,,,422
AFG425,02/12/2017,Unknown,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,-,1,1,8,8,0,0,0,0,0,0,,,420
AFG426,03/12/2017,Peshogan and Abdul Khel ​areas,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,-,2,2,8,8,0,0,0,0,0,0,,,421
AFG427,04/12/2017,Unknown,Between Musa Qala and Greskh,Helmand ,US strike ,0,0,0,-,Taliban,Late,-,1,1,6,6,0,0,0,0,0,0,,,422
AFG428,05/12/2017,Unknown,Achin,Nangarhar ,US strike ,1,0,0,-,ISIS,-,Hideout,1,1,25,25,0,0,0,0,0,0,,,423
AFG429,07/12/2017,Unknown,Unknown,Helmand ,US strike ,0,1,1,-,Taliban ,-,"""Taliban narcotics production facilities""",3,3,0,0,0,0,0,0,0,0,,,424
AFG430,08/12/2017,Unknown,Unknown,Helmand ,US strike (HIMARS),0,1,1,-,Taliban,-,"""Taliban narcotics production facilities""",1,1,0,0,0,0,0,0,0,0,,,425
AFG431,09/12/2017,Zabzak,Tarin Kot,Uruzgan,US strike ,0,0,0,-,Taliban ,-,-,1,1,8,8,0,0,0,0,3,3,,,426
AFG432,28/12/2017,Unknown,Unknown ,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,8,8,0,0,0,0,3,3,,,427
AFG433,30/12/2017,Kas,Deh Bala,Nangarhar,US strike ,1,0,0,-,ISIS,-,Men with horses loaded with weapons,1,1,3,3,0,0,0,0,0,0,,,428
AFG434,11/01/2018,Unknown ,Achin,Nangarhar,US strike ,0,0,0,-,-,-,-,1,1,8,13,0,0,0,0,0,0,,,429
AFG435,14/01/2018,Unknown,Want Waigal,Nuristan,US strike ,1,0,0,-,ISIS,Night,Hideout,1,1,3,3,0,0,0,0,0,0,,,430
AFG436,20/01/2018,Unknown ,Barmal,Paktika,US strike ,0,0,0,-,Taliban,Night ,Hideout,1,1,14,14,0,0,0,0,0,0,,,431
AFG437,20/01/2018,Unknown ,Nika ,Paktika,US strike ,0,0,0,-,Taliban ,Night ,Hideout,1,1,50,50,0,0,0,0,0,0,,,432
AFG438,30/01/2018,Attal,Andar ,Ghazni,US strike ,1,0,0,-,Taliban ,Afternoon ,Meeting ,1,2,26,26,0,0,0,0,20,22,,,433
AFG439,02/02/2018,Unknown,Unknown,Helmand,US strike ,0,1,1,-,Taliban,- ,"""Taliban narcotics factory""",1,1,0,0,0,0,0,0,0,0,,,434
AFG440,04/02/2018,Unknown ,Unknown ,Badakhshan,US strike ,0,1,1,-,Taliban,-,"""Taliban training camp""",1,1,0,0,0,0,0,0,0,0,,,435
AFG441,04/02/2018,Unknown ,Unknown ,Badakhshan,US strike ,0,1,1,-,Taliban,-,"""Taliban training camp""",1,1,0,0,0,0,0,0,0,0,,,436
