Strike ID,Date,Location,Province,Type of attack,"Confirmed/
possible US attack?",Air operation?,Drone strike,Minimum number of strikes,Maximum number of strikes,Minimum people killed,Maximum people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum people injured,Maximum people injured,Strike link,,Index
YEM001,03/11/2002,Unknown,Marib,Drone strike,Confirmed,1,1,1,1,6,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM001,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#,1
YEM002,17/12/2009,Al Majala,Abyan,Cruise missile strike,Confirmed,0,0,1,1,55,58,44,44,21,22,9,9,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM002,,2
YEM003,17/12/2009,Arhab,Sanaa,"US-Yemen ground operation
Possible drone strike",Confirmed,0,0,1,1,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM003,,3
YEM004,24/12/2009,Rafd,Shabwa,"Airstrike
Possible cruise missile strike",Confirmed,1,0,1,1,30,34,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM004,,4
YEM005,12/01/2010,Unknown,Shabwa,"Yemen ground operation
Possible US assistance",Possible,0,0,1,1,1,2,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM005,,5
YEM006,15/01/2010,Al Ajashir,Saada,Airstrike,Possible,1,0,1,1,0,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM006,,6
YEM007,20/01/2010,Erq al Shawan,Marib,Airstrike,Possible,1,0,4,4,2,2,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM007,,7
YEM008,31/01/2010,N/A,Across Yemen,US ground operations,Possible,0,0,24,24,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM008,,8
YEM009,14/03/2010,"Jeezat al Qotn
Moudia district",Abyan,Airstrike,Confirmed,1,0,1,1,2,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM009,,9
YEM010,15/03/2010,Moudia,Abyan,Airstrike,Possible,1,0,1,1,7,20,0,20,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM010,,10
YEM011,24/05/2010,Unknown,Marib,Airstrike,Confirmed,1,0,1,1,3,4,3,4,0,0,2,3,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM011,,11
YEM012,05/05/2011,Unknown,Shabwa,"Drone strike
Airstrike with US conventional aircraft",Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM012,,12
YEM013,03/06/2011,Zinjibar,Abyan,Drone strike,Confirmed,1,1,1,1,7,7,4,4,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM013,,13
YEM014,10/06/2011,Zinjibar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,1,1,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM014,,14
YEM015,10/06/2011,Raia,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,3,2,3,2,3,1,1,0,1,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM015,,15
YEM016,18/06/2011,Jaar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,0,0,0,0,0,0,6,6,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM016,,16
YEM017,14/07/2011,"Wadeea district
Mudiya",Abyan,Drone strike,Confirmed,1,1,1,1,6,50,30,30,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM017,,17
YEM018,14/07/2011,Unknown,Abyan,Drone strike,Possible,1,1,1,1,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM018,,18
YEM019,27/07/2011,"Karadeef
Zinjibar",Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,5,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM019,,19
YEM020,01/08/2011,Al Khamila,Abyan,"Drone strike
Possible Yemen Air Force airstrike",Confirmed,1,1,2,4,13,16,0,0,0,0,12,17,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM020,,20
YEM021,24/08/2011,Zinjibar,Abyan,Airstrike,Possible,1,0,1,1,30,30,0,0,0,0,40,40,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM021,,21
YEM022,24/08/2011,Arkoub,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,6,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM022,,22
YEM023,25/08/2011,Wadi Hassan,Abyan,Airstrike,Possible,1,0,1,1,8,8,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM023,,23
YEM024,31/08/2011,Unknown,Abyan,Airstrike,Confirmed,1,0,2,2,30,30,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM024,,24
YEM025,05/09/2011,Jaar,Abyan,Airstrike,Possible,1,0,1,1,3,7,3,7,0,0,4,4,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM025,,25
YEM026,05/09/2011,Jaar,Abyan,Airstrike,Possible,1,0,2,2,9,11,1,1,1,1,2,2,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM026,,26
YEM027,07/09/2011,Mahfed,Abyan,Drone strike,Confirmed,1,1,2,3,3,10,0,0,0,0,2,24,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM027,,27
YEM028,21/09/2011,Mahfed,Abyan,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM028,,28
YEM029,21/09/2011,Shaqra,Abyan,Airstrike,Possible,1,0,1,1,6,7,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM029,,29
YEM030,30/09/2011,Unknown,Jawf,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM030,,30
YEM031,05/10/2011,Al Arqoub,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,5,5,0,0,0,0,7,7,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM031,,31
YEM032,14/10/2011,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,1,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM032,,32
YEM033,14/10/2011,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,1,7,9,2,2,2,2,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM033,,33
YEM034,14/10/2011,Unknown,Southern Yemen,"Airstrike
Possible drone strike",Possible,1,1,1,1,15,17,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM034,,34
YEM035,14/10/2011,Azzan,Shabwa,"Airstrike
Possible drone strike",Possible,1,1,1,1,2,2,1,2,1,1,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM035,,35
YEM036,22/12/2011,Zinjibar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,1,1,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/#YEM036,,36
YEM037,31/01/2012,Lawder,Abyan,Drone strike,Confirmed,1,1,1,1,10,14,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM037,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#,37
YEM038,31/01/2012,Unknown,Abyan,Airstrike,Confirmed,1,0,3,3,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM038,,38
YEM039,09/03/2012,Unknown,Bayda,Drone strike,Confirmed,1,1,1,1,23,34,2,2,0,0,0,55,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM039,,39
YEM040,10/03/2012,Jaar and Zinjibar,Abyan,Drone strike,Confirmed,1,1,2,2,24,24,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM040,,40
YEM041,11/03/2012,"Jebel Khanfar
Near Jaar",Abyan,Drone strike,Confirmed,1,1,1,1,3,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM041,,41
YEM042,13/03/2012,Unknown,Bayda,Drone strike,Confirmed,1,1,1,7,4,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM042,,42
YEM043,18/03/2012,Zinjibar,Abyan,"Airstrike
Possible naval bombardment
Possible drone strike",Possible,1,1,1,2,14,18,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM043,,43
YEM044,18/03/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,8,8,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM044,,44
YEM045,22/03/2012,Zinjibar,Abyan,"Drone strike
Possible naval bombardment",Confirmed,1,1,3,4,29,30,0,0,0,0,24,24,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM045,,45
YEM046,30/03/2012,Azzan,Shabwa,Drone strike,Confirmed,1,1,2,2,5,5,1,1,0,0,6,9,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM046,,46
YEM047,07/04/2012,Unknown,Shabwa,Drone strike,Confirmed,1,1,1,1,0,8,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM047,,47
YEM048,08/04/2012,Unknown,Abyan,"Airstrike - joint Yemeni and US
Possible drone strike",Possible,1,1,2,2,16,16,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM048,,48
YEM049,11/04/2012,Lawder,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,10,14,0,0,0,0,10,10,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM049,,49
YEM050,14/04/2012,Al Zahir,Bayda,Drone strike,Confirmed,1,1,1,1,3,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM050,,50
YEM051,16/04/2012,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,5,5,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM051,,51
YEM052,18/04/2012,Lawder and Jaar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,3,6,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM052,,52
YEM053,21/04/2012,Lawder,Abyan,"Airstrike
Possible drone strike",Possible,1,1,2,2,12,17,0,0,0,0,0,5,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM053,,53
YEM054,22/04/2012,Sanda,Marib,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM054,,54
YEM055,23/04/2012,Nasab,Shabwa,"Airstrike
Possible drone strike",Confirmed,1,1,1,1,3,3,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM055,,55
YEM056,23/04/2012,Lawder,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,0,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM056,,56
YEM057,26/04/2012,Moudia,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM057,,57
YEM058,29/04/2012,Unknown,Jawf,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM058,,58
YEM059,30/04/2012,Lawder,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM059,,59
YEM060,30/04/2012,Jaar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM060,,61
YEM061,02/05/2012,Zinjibar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,10,15,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM061,,60
YEM062,06/05/2012,Wadi Rafad,Shabwa,Drone strike,Confirmed,1,1,1,1,2,4,1,1,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM062,,62
YEM063,10/05/2012,Jaar,Abyan,"Airstrike
Possible naval bombardment
Possible drone strike",Possible,1,1,2,2,5,12,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM063,,63
YEM064,10/05/2012,Shaqra,Abyan,"Airstrike
Possible naval bombardment
Possible drone strike",Possible,1,1,1,1,2,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM064,,64
YEM065,12/05/2012,Al Hosoon,Marib,Drone strike,Confirmed,1,1,1,1,6,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM065,,65
YEM066,12/05/2012,Unknown,Between Marib and Shabwa,Drone strike,Confirmed,1,1,1,1,10,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM066,,66
YEM067,12/05/2012,Al Ain,Shabwa/Hadramout,"Airstrike
Possible drone strike",Possible,1,1,1,1,6,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM067,,67
YEM068,14/05/2012,Shaqra,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,10,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM068,,68
YEM069,14/05/2012,Lawder,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,6,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM069,,70
YEM070,14/05/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,0,0,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM070,,71
YEM071,15/05/2012,Jaar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,2,4,14,42,14,26,0,0,20,21,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM071,,69
YEM072,16/05/2012,Moudia,Abyan,"Airstrike
Possible naval bombardment
Possible drone strike",Possible,1,1,1,2,16,16,0,0,0,0,5,14,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM072,,72
YEM073,17/05/2012,Shibam,Hadhramout,Drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM073,,73
YEM074,17/05/2012,Shaqra,Abyan,Airstrike,Possible,1,0,1,1,5,6,0,2,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM074,,74
YEM075,19/05/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,3,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM075,,75
YEM076,19/05/2012,Unknown,Bayda,"Airstrike
Possible drone strike",Possible,1,1,1,1,2,2,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM076,,76
YEM077,20/05/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,0,9,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM077,,77
YEM078,28/05/2012,Manaseh,Bayda,Drone strike,Confirmed,1,1,1,1,3,5,0,2,0,0,4,4,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM078,,78
YEM079,28/05/2012,Mukalla,Abyan,"Airstrike
Possible naval bombardment
Possible drone strike",Possible,1,1,1,1,5,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM079,,79
YEM080,01/06/2012,Mahfed,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,11,12,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM080,,80
YEM081,07/06/2012,Moudia,Abyan,Airstrike,Possible,1,0,1,1,2,2,0,0,0,0,7,7,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM081,,81
YEM082,07/06/2012,Jaar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM082,,82
YEM083,07/06/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,5,5,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM083,,83
YEM084,11/06/2012,Azzan,Shabwa,Airstrike,Possible,1,0,1,1,16,16,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM084,,85
YEM085,13/06/2012,Jaar,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,4,10,18,0,0,0,0,1,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM085,,84
YEM086,13/06/2012,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,1,9,9,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM086,,86
YEM087,15/06/2012,Azzan,Shabwa,Airstrike,Possible,1,0,1,1,5,5,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM087,,87
YEM088,15/06/2012,Shaqra,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,5,7,5,7,4,6,4,5,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM088,,91
YEM089,19/06/2012,Unknown,Shabwa,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM089,,88
YEM090,20/06/2012,Mahfed,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,1,1,1,1,1,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM090,,89
YEM091,20/06/2012,Al Yafea,Bayda,Airstrike,Possible,1,0,6,6,5,30,0,0,0,0,6,6,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM091,,90
YEM092,25/06/2012,Mahfed,Abyan,Drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM092,,92
YEM093,03/07/2012,Bayhan,Shabwa,Drone strike,Confirmed,1,1,1,1,2,5,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM093,,93
YEM094,04/07/2012,Mahfed,Abyan,Airstrike,Possible,1,0,1,4,3,13,0,0,0,0,7,7,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM094,,94
YEM095,23/07/2012,Mahfed,Abyan,Airstrike,Possible,1,0,1,1,5,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM095,,95
YEM096,04/08/2012,Al Qotn,Hadhramout,Drone strike,Confirmed,1,1,1,1,3,5,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM096,,96
YEM097,06/08/2012,Radaa,Bayda,Drone strike,Confirmed,1,1,1,1,7,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM097,,97
YEM098,07/08/2012,Al Qotn,Hadhramout,"Airstrike
Possible drone strike",Possible,1,1,1,1,2,3,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM098,,98
YEM099,28/08/2012,Qahb al-Hisan,Hadhramout,Drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM099,,99
YEM100,29/08/2012,Al Qotn,Hadhramout,Drone strike,Confirmed,1,1,1,1,5,5,2,2,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM100,,100
YEM101,31/08/2012,Hawda,Hadhramout,Drone strike,Confirmed,1,1,1,1,8,8,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM101,,101
YEM102,02/09/2012,Radaa,Bayda,"US airstrike
Possible drone strike",Confirmed,1,0,1,1,12,12,12,12,3,3,4,11,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM102,,102
YEM103,05/09/2012,Al Ain,Shabwa/Hadramout,Drone strike,Confirmed,1,1,1,1,4,6,1,4,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM103,,103
YEM104,10/09/2012,Al Ain,Shabwa/Hadramout,Drone strike,Confirmed,1,1,1,2,6,15,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM104,,104
YEM105,20/09/2012,Mahfed,Abyan,"Airstrike
Possible drone strike",Possible,1,1,1,2,2,4,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM105,,105
YEM106,04/10/2012,Al Saeed,Shabwa,Drone strike,Confirmed,1,1,1,2,3,6,0,0,0,0,2,4,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM106,,106
YEM107,18/10/2012,Jaar,Abyan,Drone strike,Confirmed,1,1,2,3,7,9,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM107,,107
YEM108,21/10/2012,Maarib,Marib,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM108,,108
YEM109,28/10/2012,Wadi al Abu Jabara,Saada,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,1,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM109,,109
YEM110,07/11/2012,Beit al Ahan,Sanaa,Drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,2,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM110,,110
YEM111,24/12/2012,Manaseh,Bayda,"Airstrike
Possible drone strike",Possible,1,1,1,1,2,3,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM111,,111
YEM112,24/12/2012,Shehr,Hadhramout,"Airstrike
Possible drone strike",Possible,1,1,1,3,3,7,0,0,0,0,1,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM112,,112
YEM113,28/12/2012,Shehr,Hadhramout,"Airstrike
Possible drone strike",Possible,1,1,1,2,2,3,0,0,0,0,0,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM113,,113
YEM114,29/12/2012,Manaseh,Bayda,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,4,0,0,0,0,0,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM114,,114
YEM115,01/01/2013,Unknown,Shabwa,"Airstrike
Possible drone strike",Possible,1,1,1,1,1,1,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM115,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#,124
YEM116,04/01/2013,Radaa,Bayda,Drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM116,,115
YEM117,19/01/2013,Wadi Abida,Marib,Drone strike,Confirmed,1,1,1,1,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM117,,116
YEM118,19/01/2013,Wadi Abida,Marib,Drone strike,Confirmed,1,1,1,1,2,4,0,3,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM118,,117
YEM119,19/01/2013,Wadi Abida,Marib,Drone strike,Confirmed,1,1,1,1,4,6,0,4,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM119,,118
YEM120,20/01/2013,Al Kanais,Marib,"Airstrike
Possible drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM120,,119
YEM121,21/01/2013,Nakhla,Marib,Drone strike,Confirmed,1,1,1,1,2,4,0,0,0,0,2,2,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM121,,120
YEM122,22/01/2013,Al Boka,Jawf,Drone strike,Confirmed,1,1,1,1,3,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM122,,121
YEM123,23/01/2013,Khawlan,Sanaa,Drone strike,Confirmed,1,1,1,1,4,4,2,2,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM123,,122
